song_id,pattern,frequency,salience
NLB072286_01,3_1_3_8_8_5,2,0.18328289333549108
NLB072286_01,5_3_1_3_8_8,2,0.18328289333549108
NLB072286_01,3_1_3_8_8,2,0.18328289333549108
NLB072286_01,1_3_8_8_5_3,2,0.17417671313447702
NLB072286_01,5_5,7,0.17347888778076057
NLB072286_01,3_8_8_5_3_1,2,0.16711341102585497
NLB072286_01,3_8_8_5_3,2,0.16711341102585497
NLB072286_01,5_5_5,4,0.14457525506677998
NLB072286_01,5_3,6,0.10670628422123564
NLB072286_01,5_3_1,5,0.10664220039212975
NLB072286_01,3_1,5,0.08892190351769635
NLB072286_01,8_5,3,0.06746104979334143
NLB072286_01,8_8,3,0.05563996141939324
