song_id,pattern,frequency,salience
NLB073393_01,5_5,10,0.1542248314721493
NLB073393_01,5_5_5,6,0.13495560966871423
NLB073393_01,1_5_5_5,4,0.13247187922034123
NLB073393_01,1_5_5_5_5_6,2,0.12204547864123184
NLB073393_01,5_1_3_8_5_3,2,0.12204547864123184
NLB073393_01,5_5_5_1_3_8,2,0.12204547864123184
NLB073393_01,8_1_8_5_3,2,0.12204547864123184
NLB073393_01,5_3,6,0.06640422496416945
NLB073393_01,1_5,4,0.05750066557778116
NLB073393_01,8_5,4,0.055975443989262574
NLB073393_01,8_1,4,0.046820318230839604
NLB073393_01,3_1,4,0.04426948330944629
