song_id,pattern,frequency,salience
NLB073888_01,8_5_5_5_3_1,2,0.18990423135704487
NLB073888_01,8_5_5_5_3,2,0.16211527345995128
NLB073888_01,8_8_8_5_3,2,0.15773582389319868
NLB073888_01,3_1_3_5_6_5,2,0.1538728756056256
NLB073888_01,5_3_1_3_5_6,2,0.1393820190548628
NLB073888_01,5_5_3_1_3_5,2,0.13711924926564806
NLB073888_01,8_5_5_5,2,0.13301425446697443
NLB073888_01,8_8,6,0.11530005789186701
NLB073888_01,5_3,6,0.1105611905029665
NLB073888_01,3_1,6,0.1105611905029665
NLB073888_01,5_3_1,5,0.11049479156039584
NLB073888_01,5_5,4,0.10271202461518539
NLB073888_01,8_5,4,0.09319755978967169
NLB073888_01,5_6,3,0.07492027295701992
