song_id,pattern,frequency,salience
NLB074533_01,1_3_1_3_5_5,2,0.1736068438458511
NLB074533_01,1_1_1_3_1_3,2,0.1736068438458511
NLB074533_01,8_1_1_1_3_1,2,0.1736068438458511
NLB074533_01,1_1_3_1_3_5,2,0.16935521448485455
NLB074533_01,1_3_1_3_5,2,0.16935521448485455
NLB074533_01,1_1_3_1_3,2,0.16555200242325177
NLB074533_01,1_3_1_3,2,0.16555200242325177
NLB074533_01,1_1,4,0.11304667499333085
NLB074533_01,1_3,4,0.09053797675333695
NLB074533_01,5_5,3,0.08478500624499813
NLB074533_01,5_6,3,0.08245858047404997
NLB074533_01,6_5,3,0.06452999565044115
NLB074533_01,8_1,2,0.04289906858385726
NLB074533_01,8_8,2,0.04230042918553951
