song_id,pattern,frequency,salience
NLB074038_01,12_10_8_10_1,3,0.15989583270203814
NLB074038_01,8_10_1_12_3_1,3,0.15989583270203814
NLB074038_01,10_8_10_1_12_3,3,0.15989583270203814
NLB074038_01,12_10_8_10_1_12,3,0.15989583270203814
NLB074038_01,1_12_10_8_10_1,3,0.15989583270203814
NLB074038_01,10_1_12_3_1,3,0.15989583270203814
NLB074038_01,8_10_1_12_3,3,0.15989583270203814
NLB074038_01,1_12,10,0.12186326871255045
NLB074038_01,3_1,8,0.07733189273222824
NLB074038_01,12_10,6,0.07377270373275818
NLB074038_01,10_8,7,0.06997434006605077
NLB074038_01,1_8,5,0.06972390073299893
NLB074038_01,8_10,5,0.056472179556207716
NLB074038_01,8_1,5,0.05111737754266219
