song_id,pattern,frequency,salience
NLB072356_02,8_6_5_3_1_3,3,0.24490258373075294
NLB072356_02,6_5_3_1_3_5,3,0.2233111726425063
NLB072356_02,6_5_3_1_3,3,0.2075029074645192
NLB072356_02,8_6_8_6_5_3,2,0.19076136088775478
NLB072356_02,8_6_8_6_5,2,0.1860896176262151
NLB072356_02,8_6_8_6,2,0.1860896176262151
NLB072356_02,5_3,8,0.17827954479972002
NLB072356_02,5_3_1,6,0.1603552290569709
NLB072356_02,6_5_3_1,4,0.14847003838515957
NLB072356_02,3_1,6,0.13370965859979003
NLB072356_02,8_6,5,0.12906947670976812
NLB072356_02,6_5_3,4,0.12192862867919534
NLB072356_02,6_5,4,0.09454181656025183
