song_id,pattern,frequency,salience
NLB070492_01,12_1_10_8_6,2,0.19930812330480027
NLB070492_01,12_1_10_8_6_5,2,0.19930812330480027
NLB070492_01,10_12_1_10_8_6,2,0.19930812330480027
NLB070492_01,1_10_8_6_5_3,2,0.17903837719469332
NLB070492_01,10_12_1_10_8,2,0.1661193160935991
NLB070492_01,12_1_10_8,2,0.1661193160935991
NLB070492_01,10_12_1_10,2,0.1661193160935991
NLB070492_01,1_10,2,0.09776809459019707
NLB070492_01,12_1,2,0.06414288660540005
NLB070492_01,10_8,3,0.06313454119384253
NLB070492_01,10_12,2,0.06265560563470943
NLB070492_01,8_6,2,0.047146088455523025
NLB070492_01,6_5,2,0.04316741804414293
NLB070492_01,5_3,2,0.04070086613040918
