song_id,pattern,frequency,salience
NLB072441_01,6_5_6_10_8,2,0.16977288940189353
NLB072441_01,6_5_6_10,2,0.16977288940189353
NLB072441_01,6_6_5_6,2,0.15866249977648797
NLB072441_01,8_8_6_5_5_5,2,0.1354451891635042
NLB072441_01,8_6_5_5_5,2,0.13178621637000384
NLB072441_01,6_5_6,3,0.1315275820469723
NLB072441_01,5_6,6,0.12518981495413234
NLB072441_01,6_6,4,0.12043164687081477
NLB072441_01,6_5,6,0.09797037698232057
NLB072441_01,8_8,6,0.09633168928765291
NLB072441_01,5_5,4,0.08581455224085995
NLB072441_01,8_6,4,0.0713334310691785
NLB072441_01,10_8,4,0.06368295638613886
