song_id,pattern,frequency,salience
NLB073946_01,1_5,5,0.13431018112996285
NLB073946_01,1_5_8,3,0.11556699794864671
NLB073946_01,1_5_8_1,2,0.11428078510101637
NLB073946_01,1_5_5_6_3_1,1,0.11402963898025469
NLB073946_01,5_5_6_3_1,1,0.11402963898025469
NLB073946_01,6_3_1_5_10,1,0.11402963898025469
NLB073946_01,3_1_5_10_10,1,0.11402963898025469
NLB073946_01,8_1,4,0.087490401844343
NLB073946_01,10_8,4,0.08554657403181036
NLB073946_01,5_8,3,0.07270113534053596
NLB073946_01,12_10,2,0.05261096947360576
NLB073946_01,1_12,2,0.05214404015947352
