song_id,pattern,frequency,salience
NLB075074_01,1_1,4,0.12547473812082388
NLB075074_01,1_1_3_1_12_1,1,0.12411769496814609
NLB075074_01,3_3_5_5_6_5,1,0.12411769496814609
NLB075074_01,3_1_1_3_1,1,0.12411769496814609
NLB075074_01,1_3_1_12_1,1,0.12411769496814609
NLB075074_01,1_1_3_3_5_5,1,0.12411769496814609
NLB075074_01,1_3_3_5_5_6,1,0.12411769496814609
NLB075074_01,8_8_10,3,0.1124799251685792
NLB075074_01,8_8,4,0.09390166096910231
NLB075074_01,8_10,3,0.07890483415493016
NLB075074_01,12_1,2,0.07095145548779005
NLB075074_01,10_8,3,0.06983607733175898
NLB075074_01,1_12,2,0.056757156549807036
