song_id,pattern,frequency,salience
NLB074077_02,8_1_5_8,2,0.12906359693412295
NLB074077_02,8_8_10_8_8,2,0.12702745330804313
NLB074077_02,1_5_8,3,0.12463110368979159
NLB074077_02,1_1,4,0.12431769661857092
NLB074077_02,6_8_10_10_12_8,1,0.12297316718197265
NLB074077_02,12_8_1_5,1,0.12297316718197265
NLB074077_02,12_10_1_1,1,0.12297316718197265
NLB074077_02,8_8,4,0.0930357646102104
NLB074077_02,1_5,3,0.0869066069455641
NLB074077_02,5_8,3,0.07840320245246979
NLB074077_02,8_10,3,0.07817722819047117
NLB074077_02,8_1,3,0.0707643112069664
NLB074077_02,10_8,3,0.06919209718852422
