song_id,pattern,frequency,salience
NLB072500_01,8_8_8_5_5_5,2,0.17499995478658614
NLB072500_01,8_8_5_5_5,2,0.16354749209388464
NLB072500_01,5_8_10,4,0.16076216350597525
NLB072500_01,1_5_8_10_8,3,0.14920194292062008
NLB072500_01,8_10_10_10_8_1,2,0.1491190954657453
NLB072500_01,10_10_10_8_1_5,2,0.1491190954657453
NLB072500_01,8_8_8_5_5,2,0.1491190954657453
NLB072500_01,10_8,8,0.13128732776490212
NLB072500_01,8_10,7,0.12979400572402625
NLB072500_01,6_6,4,0.12413956569576788
NLB072500_01,10_10,5,0.11630905656621138
NLB072500_01,5_5,4,0.08845666004206047
NLB072500_01,8_8,5,0.082748003962064
NLB072500_01,5_8,4,0.07438238871521424
