song_id,pattern,frequency,salience
NLB070740_01,6_8_12,2,0.1729613028603714
NLB070740_01,6_6,3,0.12695027736201883
NLB070740_01,6_6_6,2,0.12624413851621738
NLB070740_01,6_10_8_5_8_8,1,0.11930814952230955
NLB070740_01,6_6_8_12_6,1,0.11930814952230955
NLB070740_01,8_5_10_8_8_6,1,0.11930814952230955
NLB070740_01,5_10_8_8_6_6,1,0.11930814952230955
NLB070740_01,8_12,2,0.11313716418262589
NLB070740_01,8_8,4,0.09026298313201922
NLB070740_01,6_8,2,0.06684267113354185
NLB070740_01,8_5,2,0.054719984020714034
NLB070740_01,10_8,2,0.04475329193787893
