song_id,pattern,frequency,salience
NLB073804_02,8_5_8,3,0.13805493862380472
NLB073804_02,8_5_8_1,2,0.1294120867587518
NLB073804_02,12_10_10_1_8,1,0.10681061463136353
NLB073804_02,12_10_10_1_8_5,1,0.10681061463136353
NLB073804_02,12_6_3_6,1,0.10681061463136353
NLB073804_02,3_3_1_12_12,1,0.10681061463136353
NLB073804_02,1_8_5_8_5_8,1,0.10681061463136353
NLB073804_02,8_5,3,0.07348209425682972
NLB073804_02,5_8,3,0.06809854893485383
NLB073804_02,3_1,3,0.05811502532914056
NLB073804_02,12_10,2,0.04928025762495652
NLB073804_02,1_12,2,0.04884288881911033
NLB073804_02,8_1,2,0.04097576594519173
