tunefamily,pattern,frequency,salience
Heer_Halewijn_2,8_8,40,0.23155428334691655
Heer_Halewijn_2,6_5,26,0.15051028417549575
Heer_Halewijn_2,8_8_1_3_3,8,0.1480662091408473
Heer_Halewijn_2,8_8_1_3_3_5,8,0.1480662091408473
Heer_Halewijn_2,8_8_1_3,12,0.14578279935767297
Heer_Halewijn_2,5_5,23,0.13816860031910083
Heer_Halewijn_2,3_3,23,0.13314371292447702
Heer_Halewijn_2,5_3,23,0.13314371292447702
Heer_Halewijn_2,1_3,22,0.1273548558408041
Heer_Halewijn_2,1_3_3_5_10_8,6,0.1251327342351604
Heer_Halewijn_2,8_1,21,0.1215659987571312
Heer_Halewijn_2,3_5,21,0.1215659987571312
Heer_Halewijn_2,3_1,16,0.09262171333876662
Heer_Halewijn_2,10_8,16,0.09262171333876662
