tunefamily,pattern,frequency,salience
Lieve_schipper_vaar_me_over_1,10_8,66,0.22065826180350437
Lieve_schipper_vaar_me_over_1,8_10,48,0.1665352559826135
Lieve_schipper_vaar_me_over_1,6_5,44,0.14710550786900292
Lieve_schipper_vaar_me_over_1,10_8_6_5_1,15,0.1459124072207305
Lieve_schipper_vaar_me_over_1,8_6,43,0.14376220087198013
Lieve_schipper_vaar_me_over_1,8_6_5_1_8_8,11,0.1324938739679286
Lieve_schipper_vaar_me_over_1,10_8_6_5_1_8,11,0.1324938739679286
Lieve_schipper_vaar_me_over_1,8_6_5_1_8,11,0.1324938739679286
Lieve_schipper_vaar_me_over_1,10_8_6,38,0.12704566588686617
Lieve_schipper_vaar_me_over_1,8_6_5_1,15,0.1255784922259311
Lieve_schipper_vaar_me_over_1,8_10_8,32,0.11521956429924386
Lieve_schipper_vaar_me_over_1,3_5,32,0.1069858239047294
Lieve_schipper_vaar_me_over_1,5_8,30,0.10408453498913345
Lieve_schipper_vaar_me_over_1,5_1,26,0.09361589599313563
Lieve_schipper_vaar_me_over_1,8_6_5,28,0.09361259591663822
