song_id,pattern,frequency,salience
NLB071064_01,8_1_5_8_1_1,2,0.2007279482206353
NLB071064_01,8_1_5_8_1,2,0.16715753056146532
NLB071064_01,1_5_8_1_1,2,0.15611463105914725
NLB071064_01,5_8_1,3,0.13555857361656365
NLB071064_01,5_8_1_1,2,0.13537061990766464
NLB071064_01,8_1_5_8,2,0.13203103013860096
NLB071064_01,1_5_8_1,2,0.12607764024977364
NLB071064_01,8_1,4,0.09652176784827762
NLB071064_01,12_10,3,0.08706275788123849
NLB071064_01,5_8,3,0.08020585069582864
NLB071064_01,1_1,2,0.06358800598663762
NLB071064_01,1_5,2,0.05926984377440994
NLB071064_01,1_12,2,0.057526709591509295
