song_id,pattern,frequency,salience
NLB071014_01,3_5_3_1_10_12,2,0.1600102975640095
NLB071014_01,1_10_12_1_12_10,2,0.15206038703434197
NLB071014_01,3_1_10_12_1_12,2,0.15206038703434197
NLB071014_01,5_3_1_10_12_1,2,0.15206038703434197
NLB071014_01,3_1_10_12_1,2,0.15206038703434197
NLB071014_01,1_10_12_1_12,2,0.15206038703434197
NLB071014_01,1_3_5_3_1_10,2,0.1458939573604262
NLB071014_01,10_12_1,4,0.11568227050237664
NLB071014_01,8_1,6,0.09852487800317664
NLB071014_01,12_1,4,0.09787450707968338
NLB071014_01,10_12,4,0.09560509109922014
NLB071014_01,12_10,4,0.07899516959948699
NLB071014_01,1_12,3,0.058720557764097805
NLB071014_01,10_8,3,0.0481679452396915
