song_id,pattern,frequency,salience
NLB072497_01,12_12_10_10_8,3,0.15226421490147068
NLB072497_01,8_8,10,0.1466515572029928
NLB072497_01,8_8_8_8,4,0.14424471919598422
NLB072497_01,8_8_8,6,0.14053303006408738
NLB072497_01,12_12_10_10,3,0.13353029447707976
NLB072497_01,10_8_1,4,0.12548826886982867
NLB072497_01,10_10_8_1_12_12,2,0.12037567694369554
NLB072497_01,10_10,5,0.10306535170362327
NLB072497_01,10_8,7,0.1017958371735966
NLB072497_01,12_10,5,0.08943461905639459
NLB072497_01,8_1,5,0.07436349147648035
NLB072497_01,3_5,5,0.07373880090792208
