song_id,pattern,frequency,salience
NLB074309_01,8_5,8,0.12567149586304305
NLB074309_01,8_5_3_1,4,0.1250876947548021
NLB074309_01,5_8_8_5_8,2,0.11674176658269797
NLB074309_01,8_5_3_1_3_1,2,0.11674176658269797
NLB074309_01,5_8_5_3_1_3,2,0.11674176658269797
NLB074309_01,6_5_8_5_3_1,2,0.11674176658269797
NLB074309_01,3_6_5_8_5_3,2,0.11674176658269797
NLB074309_01,5_3,8,0.09939022885909272
NLB074309_01,3_1,8,0.09939022885909272
NLB074309_01,5_3_1,6,0.08939748490287597
NLB074309_01,6_5,6,0.07906010301322478
NLB074309_01,5_8,5,0.07279023717698326
NLB074309_01,8_8,5,0.06478142945778871
