song_id,pattern,frequency,salience
NLB073862_01,5_8_8_5_8,3,0.1736618793952497
NLB073862_01,8_8_5,5,0.13346906949298443
NLB073862_01,8_8_5_8,3,0.12806111831943526
NLB073862_01,3_8_8_8_5_3,2,0.12697665025705607
NLB073862_01,3_8_8_8_5,2,0.12697665025705607
NLB073862_01,8_5,8,0.12463033466563368
NLB073862_01,8_5_3_1,4,0.12405137022346989
NLB073862_01,8_8,8,0.10279156689266893
NLB073862_01,5_8,7,0.10106206009915512
NLB073862_01,5_3,8,0.09856680228189578
NLB073862_01,6_5,6,0.07840510713722865
NLB073862_01,5_3_1,5,0.07388070504238511
NLB073862_01,3_1,5,0.061604251426184864
