song_id,pattern,frequency,salience
NLB015569_01,10_1_12_1,2,0.17594112232473996
NLB015569_01,1_12_1,3,0.13948102366635567
NLB015569_01,12_1,5,0.13452376881940645
NLB015569_01,1_12,5,0.10761141620085626
NLB015569_01,10_1_12,2,0.10217235699979119
NLB015569_01,6_5_6_8,2,0.1004355600970189
NLB015569_01,6_5_6,2,0.0972341098646629
NLB015569_01,8_8,4,0.07121491867993958
NLB015569_01,12_10,3,0.06514502039473609
NLB015569_01,6_5,3,0.05431976082921166
NLB015569_01,3_1,3,0.05121597292394846
NLB070033_01,5_3,6,0.12943325570880448
NLB070033_01,1_5_5_1_1_3,1,0.11894381459611678
NLB070033_01,3_1_8_6_5_3,1,0.11894381459611678
NLB070033_01,1_5_5_1_1,1,0.11894381459611678
NLB070033_01,3_1_5_5_1,1,0.11894381459611678
NLB070033_01,1_5_3_1_8_6,1,0.11894381459611678
NLB070033_01,3_1_5_5_1_1,1,0.11894381459611678
NLB070033_01,5_3_1,4,0.10348441832412457
NLB070033_01,3_1,4,0.08628883713920299
NLB070033_01,1_5,3,0.08405901531684816
NLB070033_01,8_6_5,3,0.08405901531684816
NLB070033_01,8_6,3,0.07496488776407617
NLB070033_01,6_5,3,0.0686385817944784
NLB070053_01,8_1_5_8_1,3,0.16524279493606642
NLB070053_01,3_12_10_12_1_12,2,0.1549615244539829
NLB070053_01,3_5_3_12_10_12,2,0.1412905943266063
NLB070053_01,5_3_12_10_12,2,0.1412905943266063
NLB070053_01,5_3_12_10_12_1,2,0.1412905943266063
NLB070053_01,3_12_10_12_1,2,0.1412905943266063
NLB070053_01,3_12_10_12,2,0.1412905943266063
NLB070053_01,12_10,6,0.11475397607526353
NLB070053_01,10_12_1,4,0.1120321708181011
NLB070053_01,8_1,6,0.09541614211364989
NLB070053_01,12_1,4,0.09478629221461608
NLB070053_01,10_12,4,0.09258848266543919
NLB070053_01,1_5,3,0.05859092682100975
NLB070053_01,5_8,3,0.05285807902157366
NLB070078_01,10_10_8_3,3,0.17435894040816233
NLB070078_01,10_8,11,0.14574992542098136
NLB070078_01,6_10_10_8_3_1,2,0.14129304047320684
NLB070078_01,3_6_10_10_8_3,2,0.14129304047320684
NLB070078_01,5_3_6_10_10_8,2,0.14129304047320684
NLB070078_01,5_5_3_6_10_10,2,0.14129304047320684
NLB070078_01,6_5_5_3_6_10,2,0.14129304047320684
NLB070078_01,10_10_8,4,0.0853632278800433
NLB070078_01,10_8_6,4,0.08387743505502507
NLB070078_01,10_10,4,0.07512532334926002
NLB070078_01,8_10,5,0.07485303853898144
NLB070078_01,8_8,5,0.06680982910622538
NLB070078_01,8_6,4,0.05936706030425688
NLB070079_01,5_1_1_3_5_10,2,0.16008319489101352
NLB070079_01,1_1_3_5_10,2,0.16008319489101352
NLB070079_01,3_5_10,3,0.14381852683567128
NLB070079_01,3_5_10_8_1,2,0.14217389263536911
NLB070079_01,10_6_5_1_1_3,2,0.13640838507944758
NLB070079_01,8_10_6_5_1_1,2,0.13640838507944758
NLB070079_01,5_10_8_1,2,0.13640838507944758
NLB070079_01,8_8,6,0.09083361097725362
NLB070079_01,6_5,5,0.07698230955905873
NLB070079_01,10_8,5,0.0750603582403045
NLB070079_01,3_5,4,0.06089683313150355
NLB070079_01,8_10,3,0.050884517099308545
NLB070079_01,1_3,3,0.04860406571177058
NLB070079_01,5_3,3,0.04355016099275035
NLB070089_01,8_5_8,3,0.1527090775843171
NLB070089_01,8_5_8_1,2,0.1431488115832097
NLB070089_01,12_6_6_6_8,1,0.11814825749201412
NLB070089_01,5_3_1_10_12_3,1,0.11814825749201412
NLB070089_01,1_10_12_3_1,1,0.11814825749201412
NLB070089_01,1_12_6_6_6_8,1,0.11814825749201412
NLB070089_01,12_6_6_6_8_12,1,0.11814825749201412
NLB070089_01,6_6,2,0.08381072664079689
NLB070089_01,8_5,3,0.08128200950132047
NLB070089_01,5_8,3,0.07532701615991932
