song_id,pattern,frequency,salience
NLB134389_01,1_5_8_1_8_8,2,0.16509582288628807
NLB134389_01,5_8_1_8_8,2,0.16509582288628807
NLB134389_01,1_5_8_1_8,2,0.15577779180998855
NLB134389_01,8_8_6_5_5_3,2,0.13541713821274218
NLB134389_01,5_8_1_8,2,0.13541713821274218
NLB134389_01,8_1_8_8,2,0.12609910713644268
NLB134389_01,8_6_5_5_3,2,0.12301200751380892
NLB134389_01,10_10,3,0.08002593202289514
NLB134389_01,1_8,3,0.07875732090025633
NLB134389_01,8_1,4,0.07698685174683846
NLB134389_01,8_8,4,0.07591253092521
NLB134389_01,1_5,3,0.07091144480835675
NLB134389_01,8_10,3,0.06378870832652922
NLB134389_01,8_6,3,0.06323971891901846
