song_id,pattern,frequency,salience
NLB072897_01,10_8_8_5_1_3,1,0.13685011672789862
NLB072897_01,5_6_10_10_8_8,1,0.13685011672789862
NLB072897_01,8_8_5_1_3_5,1,0.13685011672789862
NLB072897_01,6_10_10_8_8_5,1,0.13685011672789862
NLB072897_01,10_10_8_8_5_1,1,0.13685011672789862
NLB072897_01,3_5_8_3_5_1,1,0.12789428094937283
NLB072897_01,10_10_8_8_5,1,0.12789428094937283
NLB072897_01,5_1,3,0.12271491945942951
NLB072897_01,5_8,3,0.08725063892665566
NLB072897_01,3_5,3,0.07808819715348007
NLB072897_01,10_8,3,0.07700010330616054
NLB072897_01,1_5,2,0.06447574202550392
NLB072897_01,8_10,2,0.05799944301398194
NLB072897_01,8_8,2,0.05176720880879712
