song_id,pattern,frequency,salience
NLB111484_01,8_12_10_8_6_3,2,0.16167630330572463
NLB111484_01,5_1_8_8_8_12,2,0.15109577581838476
NLB111484_01,12_10_8_6_3_1,2,0.15109577581838476
NLB111484_01,12_10_8_6_3,2,0.15109577581838476
NLB111484_01,6_5_1_8_8_8,2,0.15109577581838476
NLB111484_01,1_8_8_8_12_10,2,0.15109577581838476
NLB111484_01,1_8_8_8_12,2,0.14358877209766271
NLB111484_01,10_8_6,5,0.11997223629208052
NLB111484_01,10_8,6,0.0909688084625582
NLB111484_01,8_6,5,0.08491436322672578
NLB111484_01,8_8,4,0.06115837642508659
NLB111484_01,6_5,3,0.04664905109341086
NLB111484_01,3_5,3,0.04612714752989867
NLB111484_01,5_8,2,0.03435963641588059
