song_id,pattern,frequency,salience
NLB072690_01,8_1_1_3_5_1,2,0.21510554215413433
NLB072690_01,1_1_3_5_1_8,2,0.2076770313689772
NLB072690_01,1_1_3_5_1,2,0.1959557109969735
NLB072690_01,1_3_5_1_8,2,0.19115675816842354
NLB072690_01,5_5_5_5,3,0.1870294498182655
NLB072690_01,5_5_5,4,0.18609481089701704
NLB072690_01,3_5_1_8,2,0.17617417715515624
NLB072690_01,5_5,5,0.15949933973967678
NLB072690_01,3_3,4,0.12563581017159375
NLB072690_01,8_8,4,0.09549175012811704
NLB072690_01,3_5,3,0.07202222007059499
NLB072690_01,8_1,2,0.04842157889191173
