song_id,pattern,frequency,salience
NLB074427_01,1_1_1_3_5_1,2,0.2129201078624189
NLB074427_01,1_1_3_5_1_8,2,0.20556706943396483
NLB074427_01,1_1_3_5_1,2,0.193964835605379
NLB074427_01,1_3_5_1_8,2,0.18921463928942656
NLB074427_01,5_5_5_5,3,0.18512926366266835
NLB074427_01,5_5_5,4,0.18420412050767684
NLB074427_01,3_5_1_8,2,0.1743842786513151
NLB074427_01,1_1,5,0.15787885463695783
NLB074427_01,5_5,5,0.15787885463695783
NLB074427_01,1_1_1,3,0.15241313242381757
NLB074427_01,3_3,4,0.12435937254443255
NLB074427_01,8_1,2,0.04792962420813348
