song_id,pattern,frequency,salience
NLB073337_02,3_3_3,4,0.19200738267178355
NLB073337_02,3_3,7,0.19192735885010576
NLB073337_02,3_3_5_1,2,0.17580730373773415
NLB073337_02,5_6_5,3,0.13441344278125716
NLB073337_02,3_3_3_3,2,0.1305315358487956
NLB073337_02,1_1_3_3,2,0.11293659778685682
NLB073337_02,3_5_6_5_6_5,1,0.11018225939896957
NLB073337_02,3_5,5,0.10478536908947819
NLB073337_02,5_1,3,0.09880157511949052
NLB073337_02,1_3,4,0.08920871058734717
NLB073337_02,1_1,3,0.08354020440353711
NLB073337_02,5_3,4,0.07993268980981126
