song_id,pattern,frequency,salience
NLB076495_01,5_8_6_3_1_5,2,0.1161717966117997
NLB076495_01,6_8_5_8_8,2,0.1161717966117997
NLB076495_01,8_6_3_1_5_8,2,0.1161717966117997
NLB076495_01,8_6_3_1_5,2,0.1161717966117997
NLB076495_01,8_8_5_3_5_6,2,0.1161717966117997
NLB076495_01,8_5_3_5_6_5,2,0.1161717966117997
NLB076495_01,6_8_5_8_8_5,2,0.1161717966117997
NLB076495_01,1_1,7,0.10276171774341401
NLB076495_01,8_8,9,0.09887643534802927
NLB076495_01,5_8,8,0.09875586246706895
NLB076495_01,10_10,6,0.0926525866592229
NLB076495_01,5_6,6,0.08566459445884943
NLB076495_01,8_6,6,0.07321781064384134
NLB076495_01,1_5,5,0.06841666423159437
