song_id,pattern,frequency,salience
NLB075035_01,8_10_8_1_5,3,0.1927056154997694
NLB075035_01,8_10_8_1,3,0.1339592861868323
NLB075035_01,8_8_12_10_8_10,2,0.13390040733121522
NLB075035_01,8_12_10_8_10_8,2,0.13390040733121522
NLB075035_01,10_8_1_5,3,0.13252768518315877
NLB075035_01,8_8_10_8_1_5,2,0.1284704103331796
NLB075035_01,3_1_6_5_3_8,2,0.1284704103331796
NLB075035_01,10_8,9,0.1272463055045177
NLB075035_01,8_10_8,6,0.12299946681561685
NLB075035_01,8_10,6,0.09584681744522469
NLB075035_01,8_1,5,0.07229869633910738
NLB075035_01,5_3,5,0.06835976455987973
NLB075035_01,6_5,4,0.05800199975500322
NLB075035_01,8_8,4,0.05703183748562875
