song_id,pattern,frequency,salience
NLB075273_01,3_5_6_8_8,2,0.18632716168153043
NLB075273_01,5_6_8_8,2,0.14103796790279166
NLB075273_01,6_8_8,2,0.1353884021722351
NLB075273_01,6_8_8_1,1,0.13106726287310544
NLB075273_01,1_1_3_5_6_8,1,0.13106726287310544
NLB075273_01,8_8_8_5_10,1,0.13106726287310544
NLB075273_01,6_8_8_1_6_5,1,0.13106726287310544
NLB075273_01,8_8,4,0.09915938001924039
NLB075273_01,6_5_3,3,0.09754441662397173
NLB075273_01,6_5,3,0.07563462693576466
NLB075273_01,10_8,3,0.07374632205357409
NLB075273_01,5_3,3,0.0713129245438779
NLB075273_01,3_5,2,0.04985895766023639
NLB075273_01,3_1,2,0.047541949695918594
