song_id,pattern,frequency,salience
NLB072647_01,1_1_3_5_3_12,2,0.14935649851237606
NLB072647_01,5_8_1_1_3_5,2,0.1419359085986374
NLB072647_01,5_6_6_6_8_6,2,0.1419359085986374
NLB072647_01,3_12_10_12_1,2,0.13618005189166238
NLB072647_01,5_3_12_10_12,2,0.13618005189166238
NLB072647_01,3_1_5_8_1_1,2,0.13618005189166238
NLB072647_01,5_6_6_6_8,2,0.13618005189166238
NLB072647_01,6_6,4,0.11336799251267915
NLB072647_01,3_5,6,0.09119234742486011
NLB072647_01,5_3,6,0.08695452527245787
NLB072647_01,1_3_5,4,0.08179784916093276
NLB072647_01,1_3,4,0.06469694353876829
NLB072647_01,1_5,3,0.0564716674375486
NLB072647_01,8_1,3,0.04598244931401011
