song_id,pattern,frequency,salience
NLB070801_01,3_3_3,7,0.23763543857793326
NLB070801_01,3_3_3_3,5,0.23078665248664157
NLB070801_01,3_3,10,0.19390726378480092
NLB070801_01,3_3_3_3_3,3,0.16944821654228917
NLB070801_01,12_1_3_3_3_3,2,0.14564743913635825
NLB070801_01,10_12_1_3_3_3,2,0.14564743913635825
NLB070801_01,12_1_3_3_3,2,0.13841112917608175
NLB070801_01,3_1,6,0.08479513146996949
NLB070801_01,1_3,4,0.0630902855933674
NLB070801_01,5_3,4,0.05653008764664632
NLB070801_01,1_12,3,0.053449677884500876
