song_id,pattern,frequency,salience
NLB074227_01,5_1_3,3,0.16688828976228234
NLB074227_01,5_1_3_8,2,0.15194659465413876
NLB074227_01,8_5_1_3,2,0.13208669072888773
NLB074227_01,1_3_8,2,0.12632652731536215
NLB074227_01,5_1,4,0.1170173496467223
NLB074227_01,3_8_8_5_1_3,1,0.09787219452748103
NLB074227_01,1_3_6_5_5_5,1,0.09787219452748103
NLB074227_01,1_3,4,0.07924190630848736
NLB074227_01,6_5,4,0.07530511950582679
NLB074227_01,5_5,3,0.07420671150554548
NLB074227_01,3_5,3,0.055846961660264614
NLB074227_01,8_8,3,0.05553415428303874
NLB074227_01,5_3,3,0.05325168367969462
