song_id,pattern,frequency,salience
NLB072587_02,5_5,10,0.23999219511166628
NLB072587_02,5_5_5,6,0.21000699237513373
NLB072587_02,5_5_5_5,4,0.18761042432598485
NLB072587_02,5_5_5_5_5_3,2,0.14381291508211128
NLB072587_02,3_5_5_5_5_5,2,0.14381291508211128
NLB072587_02,1_3_5_5_5_5,2,0.14381291508211128
NLB072587_02,3_5_5_5_5,2,0.13766177062569024
NLB072587_02,5_5_3,4,0.12070491945885242
NLB072587_02,1_3,4,0.07688296107173151
NLB072587_02,3_5,4,0.07224594459040204
NLB072587_02,5_3,4,0.06888858541441742
NLB072587_02,3_1,4,0.06888858541441742
