song_id,pattern,frequency,salience
NLB074156_03,8_8,6,0.1497339316628127
NLB074156_03,5_8_8_1_3_3,1,0.13194392420542567
NLB074156_03,8_1_8_8_8_8,1,0.13194392420542567
NLB074156_03,8_8_8_8_1_5,1,0.13194392420542567
NLB074156_03,1_5_3_5_6_6,1,0.13194392420542567
NLB074156_03,1_3_5_8_8_1,1,0.13194392420542567
NLB074156_03,3_5_8_8_1_3,1,0.13194392420542567
NLB074156_03,8_8_8,3,0.11957233595809051
NLB074156_03,8_8_1,3,0.11915063260229217
NLB074156_03,8_1,3,0.075926489723767
NLB074156_03,3_5,3,0.07528866918720473
NLB074156_03,1_8,2,0.0690422877306483
NLB074156_03,5_3,2,0.04785994053549137
